run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260827_023651_nfv3_cic2018_exp23c_anchor,benign,3502926,73442,1071,3493789,0,591,8546,2,-591,-168.716,0.00016913,0.00015603,0.00018332,0.0,0.0,0.006458,0.964761,0.956714,0.997199,0.445378
20260827_023651_nfv3_cic2018_exp23c_anchor,bot,41542,150,1,41415,1,0,126,0,1,24.072,0.0,0.0,9.275e-05,1.0,0.206549,1.0,0.966667,0.973333,0.0,1.0
20260827_023651_nfv3_cic2018_exp23c_anchor,brute_force,115040,78616,1266,77344,0,0,37696,0,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.98382,0.98382,0.0,0.0
20260827_023651_nfv3_cic2018_exp23c_anchor,ddos,264872,53315,30288,221106,29848,89,13829,13,29759,112352.382,0.00040236,0.00032701,0.00049506,0.997027,0.996343,0.997583,0.384713,0.942887,0.008848,0.991383
20260827_023651_nfv3_cic2018_exp23c_anchor,dos,60594,39216,10214,20130,3117,0,37347,5532,3117,51440.737,0.0,0.0,0.0001908,1.0,0.998769,1.0,0.163607,0.24309,9.8e-05,0.305267
20260827_023651_nfv3_cic2018_exp23c_anchor,infiltration,37631,1154,65,11850,1,0,25780,44,1,26.574,0.0,0.0,0.00032407,1.0,0.206549,1.0,0.07539,0.076256,0.276923,0.292308
20260827_023651_nfv3_cic2018_exp23c_anchor,web_attacks,509,491,51,227,45,0,237,3,45,88408.644,0.0,0.0,0.01664111,1.0,0.921348,1.0,0.460285,0.551935,0.039216,0.921569
20260827_023651_nfv3_cic2018_exp23c_anchor,ALL,4023114,246384,42956,3865861,33012,680,123561,5594,32332,8036.561,0.00017587,0.00016314,0.00018959,0.979817,0.97826,0.981265,0.71264,0.843866,0.03159,0.784268
