class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.99798,0.99654,0.98544,0.0111,0.00117,0.00229,gate,181,scanning,138,25133,5084
password,probe_access,False,100000,0.99898,0.99992,0.92752,0.0724,0.0,8e-05,gate,22,ddos,19,24049,1057
scanning,probe_access,False,100000,0.99888,0.99932,0.41785,0.58147,3e-05,0.00065,gate,0,,0,33,36464
dos,flood,False,40692,0.997714538484223,0.9999754251449916,0.8939840754939545,0.10599134965103706,2.457485500835545e-05,0.0,gate,128,ddos,117,10967,676
backdoor,stealth_malware,True,40678,0.9993608338659717,0.9991150007374994,0.9971483357097203,0.0019666650277791434,0.0,0.0008849992625006146,gate,0,,0,0,0
mitm,stealth_malware,True,1204,0.7749169435215947,0.9875415282392026,0.0,0.9875415282392026,0.0,0.012458471760797342,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9849056603773585,0.9949685534591195,0.0,0.9949685534591195,0.0,0.005031446540880503,gate,0,,0,0,0
