expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9598271401358996,0.0007870543974089015,0.0005396994504878322,0.20469958493048152,0.0007973775139541065,0.0576
probe_access,"scanning,password","scanning,password",False,0.6727,0.00010361620557455187,7.49833162121428e-06,0.1365533352990542,0.0007567731194187983,0.37521
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9504416899032265,0.0,5.2440859820337615e-06,0.0,0.000997506234413965,0.0
benign,benign,benign,True,0.90552,0.2810373295702052,0.2340645260816839,0.40854294722039514,0.11941555516383649,
