expert,active_owned_classes,ood_role,pre_auroc,pre_aupr_id,pre_fpr95,pre_id_retain,pre_ood_detect,post_auroc,post_aupr_id,post_fpr95,post_id_retain,post_ood_detect,auroc_delta,fpr95_delta,ood_detect_delta
flood,"ddos,dos",non_owned_known_attack,0.8992702971062514,0.8735742768364899,0.47195655130070013,0.958313194780087,0.5229131726533622,0.9998353689531073,0.9997254537138182,0.0006593125842168808,0.9598271401358996,0.9992129456025911,0.10056507184685592,-0.47129723871648327,0.4762997729492289
flood,"ddos,dos",unseen,0.9553582783702986,0.9422186590581081,0.17356370069631882,0.958313194780087,0.8030801333665993,0.9574824933431546,0.9475270133785352,0.19538320215926874,0.9598271401358996,0.7953004150695184,0.0021242149728559756,0.02181950146294992,-0.0077797182970809065
flood,"ddos,dos",target_non_owned_validation,0.8667648293369226,0.8932201420945649,0.6902755971739374,0.958313194780087,0.3042573174834586,0.9998484139914666,0.9998529262600978,0.0004275541101267242,0.9598271401358996,0.9994603005495122,0.13308358465454406,-0.6898480430638106,0.6952029830660535
flood,"ddos,dos",external_aux_validation,0.9415685363001473,0.9845451811885304,0.21357904373763326,0.958313194780087,0.7798942736481498,0.9997744835522968,0.9999454967286276,0.0006201825108531939,0.9598271401358996,0.9992026224860459,0.05820594725214956,-0.21295886122678007,0.21930834883789607
flood,"ddos,dos",benign_diagnostic,0.9583247732280443,0.9695418704593429,0.20696,0.958313194780087,0.78962,0.9784679600830182,0.982560913466358,0.05666,0.9598271401358996,0.9424,0.02014318685497385,-0.1503,0.15278000000000003
flood,"ddos,dos",pooled_attack_out,0.9228757220341265,0.8454591282157272,0.34637367462705804,0.958313194780087,0.640825424250596,0.982010558661152,0.9473640118720384,0.08261163201943522,0.9598271401358996,0.913393455885336,0.05913483662702557,-0.2637620426076228,0.2725680316347401
flood,"ddos,dos",unseen::xss,0.9391844457751684,0.9573083908110678,0.24666,0.958313194780087,0.72051,0.9554529800557245,0.9674301864901411,0.20043,0.9598271401358996,0.78886,0.01626853428055619,-0.04622999999999999,0.06835000000000002
flood,"ddos,dos",unseen::injection,0.9765404154585824,0.981735839162603,0.07783278327832784,0.958313194780087,0.9112185028026613,0.9601404551109658,0.9757437017895548,0.1887736392686888,0.9598271401358996,0.8037351354183038,-0.016399960347616593,0.11094085599036095,-0.10748336738435749
probe_access,"scanning,password",non_owned_known_attack,0.9665129236675774,0.9433967997567402,0.040655726976751794,0.9462,0.9593442730232482,0.9129533215265395,0.9395148999754129,0.35042455376863046,0.6727,0.9998963837944255,-0.05355960214103783,0.30976882679187867,0.04055211077117726
probe_access,"scanning,password",unseen,0.9788293927340153,0.9798877643497824,0.06958084783052462,0.9462,0.9304985370500578,0.7200592652362267,0.7869246187463435,0.94819002472272,0.6727,0.8634466647009458,-0.2587701274977886,0.8786091768921953,-0.06705187234911203
probe_access,"scanning,password",target_non_owned_validation,0.9720338133515294,0.9656603842139803,0.03810652129901097,0.9462,0.9618934787009891,0.9116129211250498,0.9523184080589526,0.35590081206931456,0.6727,0.9999925016683788,-0.06042089222647962,0.3177942907703036,0.03809902296738976
probe_access,"scanning,password",external_aux_validation,0.8598993171383885,0.9626487418210274,0.3333585591039806,0.9462,0.6667171182079612,0.9024334561197719,0.982008649248447,0.39147873467534433,0.6727,0.9992432268805812,0.04253413898138336,0.05812017557136373,0.33252610867262
probe_access,"scanning,password",benign_diagnostic,0.6069064349,0.7504072619012518,0.61695,0.9462,0.38308,0.59305012325,0.7775864119672424,0.98154,0.6727,0.62479,-0.013856311650000008,0.36458999999999997,0.24170999999999998
probe_access,"scanning,password",pooled_attack_out,0.9725511006602265,0.9260415400068317,0.05483633331016749,0.9462,0.9452025853082215,0.8183865713948156,0.7667108733332654,0.6434804364445063,0.6727,0.9330015984432553,-0.1541645292654109,0.5886441031343388,-0.01220098686496629
probe_access,"scanning,password",unseen::xss,0.99463259375,0.9974807880788792,0.00595,0.9462,0.99408,0.7422544414250001,0.9091315667611771,0.98938,0.6727,0.92775,-0.25237815232499994,0.98343,-0.06633
probe_access,"scanning,password",unseen::injection,0.9581326550631254,0.9818815034568823,0.15291529152915292,0.9462,0.8472287704960972,0.6909912467586045,0.8437591784806456,0.8942453769186443,0.6727,0.7792314945780292,-0.26714140830452093,0.7413300853894913,-0.06799727591806803
stealth_malware,"backdoor,mitm,ransomware",non_owned_known_attack,0.977672441779214,0.9314490031790236,0.15331149542695455,0.9503479626028072,0.8466620877508131,0.9964739917961641,0.9895253690616356,0.0,0.9504416899032265,1.0,0.018801550016950164,-0.15331149542695455,0.15333791224918691
stealth_malware,"backdoor,mitm,ransomware",unseen,0.9918559642957807,0.98468875750728,0.0,0.9503479626028072,1.0,0.9965846999494421,0.994656617603912,0.0,0.9504416899032265,1.0,0.004728735653661387,0.0,0.0
stealth_malware,"backdoor,mitm,ransomware",target_non_owned_validation,0.993273141733191,0.9853625497309189,0.012827034312054581,0.9503479626028072,0.9870890603122329,0.999022132422632,0.9980633253757122,5.2440859820337615e-06,0.9504416899032265,0.999994755914018,0.005748990689441014,-0.012821790226072547,0.012905695601785117
stealth_malware,"backdoor,mitm,ransomware",external_aux_validation,0.9832444885396463,0.9853360404884544,0.08416957605985037,0.9503479626028072,0.915072319201995,0.9989117112787775,0.9989863374094125,0.0009775561097256859,0.9504416899032265,0.999002493765586,0.015667222739131237,-0.08319201995012468,0.08393017456359098
stealth_malware,"backdoor,mitm,ransomware",benign_diagnostic,0.984417610539635,0.9741149981519527,0.1108,0.9503479626028072,0.889,0.9973969185978397,0.9957476489971359,0.0,0.9504416899032265,1.0,0.012979308058204797,-0.1108,0.11099999999999999
stealth_malware,"backdoor,mitm,ransomware",pooled_attack_out,0.9825101924269906,0.9293625526226904,0.10101963454070029,0.9503479626028072,0.8989629589515867,0.9965117524046172,0.9883386131326456,0.0,0.9504416899032265,1.0,0.014001559977626643,-0.10101963454070029,0.10103704104841327
stealth_malware,"backdoor,mitm,ransomware",unseen::xss,0.9896079774820161,0.986562936441355,0.0,0.9503479626028072,1.0,0.9966393619514025,0.9961023258992862,0.0,0.9504416899032265,1.0,0.007031384469386337,0.0,0.0
stealth_malware,"backdoor,mitm,ransomware",unseen::injection,0.9948000509605677,0.9942962161600081,0.0,0.9503479626028072,1.0,0.9965131115975636,0.9966093943989204,0.0,0.9504416899032265,1.0,0.0017130606369959445,0.0,0.0
