class,support,seen_in_source,is_friday_unseen_attack,mean_energy,std_energy,median_energy,detect_ood_rate,in_distribution_rate
normal,413933,True,False,8.735819816589355,1.5966987609863281,8.77267837524414,0.0031164463814192154,0.9968835536185808
portscan,158804,False,True,6.53372049331665,3.070998191833496,6.762549877166748,0.35601748066799327,0.6439825193320068
ddos,128025,False,True,10.659740447998047,1.3963236808776855,11.502644538879395,0.000140597539543058,0.9998594024604569
bot,1956,False,True,7.052098274230957,1.894896149635315,6.549612045288086,0.0,1.0
