class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.5161290322580645,0.08205128205128205,0.1415929203539823,0.3082191780821918,0.5769230769230769,0.4017857142857143,0.260192793931732
1,ddos,0.9998437927129301,1.0,0.9999218902558095,0.9870069784477773,0.999882826231301,0.9934031819945673,-0.006518708261242123
2,dos-goldeneye,0.9917914051183003,0.9975716367168529,0.9946731234866828,0.9513888888888888,0.9980573093734822,0.9741644939559138,-0.02050862953076904
3,dos-hulk,0.9983479338304023,0.9995212082961544,0.9989342265529841,0.9898765325505094,0.9980413066660863,0.9939421524323504,-0.004992074120633738
4,dos-slowhttptest,0.9692307692307692,0.8032786885245902,0.8784860557768924,0.7614917606244579,0.7996357012750456,0.7800977343402932,-0.09838832143659926
5,dos-slowloris,0.9887640449438202,0.9879101899827288,0.9883369330453564,0.8577844311377245,0.9896373056994818,0.9190056134723336,-0.06933131957302285
6,ftp-patator,0.9993252361673415,0.9926273458445041,0.995965030262273,0.9952956989247311,0.9926273458445041,0.9939597315436242,-0.0020052987186488513
7,heartbleed,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.33333333333333337
8,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.5384615384615384,1.0,0.7,-0.13333333333333341
9,normal,0.9985825795733235,0.9997117952734424,0.9991468683692653,0.9990893957600679,0.996906749270688,0.9979968791399024,-0.0011499892293628244
10,portscan,0.9998738409133918,0.9983309715005511,0.9991018105608169,0.9998733094732841,0.9941426547000473,0.996999747347145,-0.002102063213671901
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,0.9654605263157895,0.9966044142614601,0.9807852965747702,-0.018365085753182187
12,web-attack-�-brute-force,0.68561872909699,0.6788079470198676,0.6821963394342762,0.7222222222222222,0.17218543046357615,0.27807486631016043,-0.4041214731241157
13,web-attack-�-sql-injection,0.5,0.25,0.3333333333333333,0.02040816326530612,0.5,0.0392156862745098,-0.2941176470588235
14,web-attack-�-xss,0.2631578947368421,0.26717557251908397,0.26515151515151514,0.3333333333333333,0.03816793893129771,0.0684931506849315,-0.19665836446658364
