expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.004195055032474994,0.021968917921185493,0.9991224143617773,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
1,Balanced_Global,0.5257006784922551,0.3550697863101959,0.997367243085332,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14"
2,Tail_Expert,0.38446008775496493,0.46586358547210693,0.9878153938439621,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 13, 14"
3,Spec_Group1_volume,0.007359466540325917,0.03330428898334503,0.9216105815989107,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
4,Spec_Group2_timing,0.01481262794652675,0.041848763823509216,0.801748274418961,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
5,Spec_Group3_packet,0.0006470249228343227,0.007168525364249945,0.856946680556871,"0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14"
6,Spec_Group4_tcp,0.05710790466459006,0.049138594418764114,0.700795152458253,"0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11"
7,Rand_1_volume,0.0012533898095342482,0.009616474620997906,0.9602555842559153,"1, 2, 3, 4, 5, 6, 8, 9, 10"
8,Rand_2_packet,0.003668242390385846,0.007650237996131182,0.8695091086776756,"0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14"
9,Rand_3_volume,0.0007955224461077739,0.008370839059352875,0.9446322362564348,"0, 1, 5, 6, 9, 10, 11, 12, 13, 14"
