class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,77878,77878,0,3455955,3455955
bot,7,7,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,149,149,0,214306,214306
dos,87,87,0,38896,38896
infiltration,44361,44361,0,10826,10826
web_attacks,2640,2640,0,462,462
