K,beta,tune_expert_balanced_nll
2,0.0,1.637735
2,0.5,3.185788
2,1.0,6.271534
4,0.0,1.038674
4,0.5,2.234369
4,1.0,5.220775
8,0.0,1.144225
8,0.5,2.614255
8,1.0,5.949211
