a,b,gain_pearson_r
e1,e2,0.2517
e1,e3,-0.0174
e1,e4,0.7219
e1,e5,0.1029
e2,e3,0.9226
e2,e4,0.0541
e2,e5,0.9295
e3,e4,-0.1974
e3,e5,0.9454
e4,e5,-0.0519
