expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.9148,625,16595,0.6925,0.8451
2,202121,normgain,0.7974,37,40907,0.7799,0.6553
3,202121,normgain,0.9227,8763,6861,0.7612,0.4466
4,202121,normgain,0.9545,544,8643,0.6473,0.8719
5,202121,normgain,0.8007,123,40159,0.7194,0.368
