a,b,agreement
global,e1,0.9739
global,e2,0.7905
global,e3,0.8615
global,e4,0.6764
global,e5,0.8599
e1,e2,0.765
e1,e3,0.8378
e1,e4,0.6542
e1,e5,0.8362
e2,e3,0.9262
e2,e4,0.7314
e2,e5,0.9262
e3,e4,0.7944
e3,e5,0.9888
e4,e5,0.7924
