expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,1928036,12761,186000,162192,15526,1347,2789,3412,734,0
2,15444,12761,15444,0,0,0,0,0,15444,0
3,252,12761,252,0,0,0,0,0,0,252
4,6676,12761,6676,4888,0,0,0,0,1788,0
5,436,12761,436,0,0,0,436,0,0,0
