round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.6957,11,,dropped(min-support)
0,4,0.6574,0,,dropped(min-support)
0,5,0.6866,0,,dropped(min-support)
0,1,0.0841,80252,0.0009,kept(prune off)
0,2,0.0764,2219,6.1122,kept(prune off)
0,6,0.6901,85,60.1847,kept(prune off)
0,7,0.2903,71,0.4292,kept(prune off)
0,8,0.1214,2064,0.0,kept(prune off)
