a,b,agreement
global,e1,0.7959
global,e2,0.8555
global,e3,0.8491
global,e4,0.7818
e1,e2,0.9381
e1,e3,0.9267
e1,e4,0.5784
e2,e3,0.9821
e2,e4,0.638
e3,e4,0.635
