round,expert,coverage,regime_tune_rows,marginal,action
0,3,0.2074,9,,dropped(min-support)
0,4,0.138,0,,dropped(min-support)
0,5,0.1434,2,,dropped(min-support)
0,8,0.0775,28,,dropped(min-support)
0,1,0.0314,1887,6.8124,kept(prune off)
0,2,0.4244,80,0.7343,kept(prune off)
0,6,0.0304,88,0.0,kept(prune off)
0,7,0.1448,83295,0.0015,kept(prune off)
