class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,73268,73268,0,3495284,3495284
bot,5,5,0,41417,41417
brute_force,21110,21110,0,115020,115020
ddos,215,215,0,217749,217749
dos,7,7,0,38846,38846
infiltration,4668,4668,0,11934,11934
web_attacks,3121,3121,0,470,470
