cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15388,0.6927067916028186,35.34200520372357,0,0,0,0,0,15388,0
1,38585,0.1310188417035412,2.434380866892542,6,0,38556,0,0,23,0
2,252,0.006380900325264976,317.75436305423136,0,0,0,0,0,0,252
3,1929734,0.02903135329502863,0.010785570131664387,1736010,20642,18633,131673,19618,3158,0
