K,beta,tune_expert_balanced_nll
2,0.0,1.183151
2,0.5,2.411601
2,1.0,5.236435
4,0.0,0.965441
4,0.5,2.375121
4,1.0,5.715674
8,0.0,0.869869
8,0.5,2.445491
8,1.0,6.001249
