expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,1973356,12761,186000,115322,8221,40161,11332,8624,2340,0
2,26644,12761,26644,0,11,0,0,10485,15896,252
