expert,tune_rows,target_unit,sign_accuracy,false_accept,false_reject,quantile_coverage,pearson_r
1,202121,normgain,0.8983,9521,11032,0.7537,0.1655
2,202121,normgain,0.924,409,14949,0.6462,0.6012
