class,prior_train_context,prior_eval_true,tabpfn_v3_p_test_avg,tabpfn_v3_distpfn_factor,tabpfn_v3_distpfn_t_prior,tabpfn_v3_distpfn_t_factor
benign,0.75,0.8707001591304646,0.8376058869303664,1.1168078343497174,0.3323214266447636,0.4430952296184151
bot,0.04848,0.010325832178755065,0.010434569137350929,0.21523446751250522,0.1087676390379701,2.243556448069423
brute_force,0.04848,0.028594765149583135,0.02299870556126962,0.47439564392147643,0.11062859401882305,2.2819424752351134
ddos,0.04848,0.06583755767298664,0.06269740037469916,1.2932629422869169,0.11672045339098235,2.4075996145830483
dos,0.04848,0.015061467311142563,0.017481909585622114,0.36060037086671626,0.10980757683692002,2.265007305834302
infiltration,0.04847,0.009353699646592167,0.04439251976490007,0.9158760182822341,0.1138709292626088,2.3493069067369454
web_attacks,0.00761,0.0001265189104758155,0.004389012255914436,0.5767419827193967,0.10788338080793197,14.176509729676042
