cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,9527,0.10743386105282654,30.21306438261385,1972,0,0,0,7412,25,118
1,15600,0.2454465022964145,60.92081328819712,0,0,0,0,0,15467,133
2,1957254,0.25497980598961645,0.3309069623291998,1739433,20642,39579,131674,22710,3215,1
3,17619,0.39213983066114266,56.09949431941242,0,9,17610,0,0,0,0
