helpful_override,harmful_override,net_correction,override_precision,activation_rate,accepted_rate,router_holdout_pos_adv_recall,router_note,block_jaccard_max,gain_corr_max,eval_rows,override_among_calls,rejected_calls,rejected_call_rate,mean_realized_gain_calls,mean_realized_gain_overrides,benign_rows,benign_harmful_override,eval_pos_adv_rows,eval_pos_adv_proposal_recall,eval_pos_adv_proposal_precision,oracle_utility_total,realized_utility_total,oracle_utility_recovery,oracle_gap_recovery,dense_oracle_macro,oracle_random_bank_macro,oracle_proximity_bank_macro
57565,8524,49041,0.871,0.6035,0.5293,0.8977,trained,0.0,0.9101,4023114,0.8771,298336,0.1229,1.2573,1.115,3502926,1603,2470103,0.9506,0.9672,5138421.2,2374381.8,0.4621,0.3738,0.848,0.7726,0.8328
