run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260826_130310_nfv3_cic2018_exp22c_racectx,benign,3502926,1919313,1798129,3490082,5677,1603,5564,9,4074,1163.028,0.00045909,0.00043716,0.00048212,0.779808,0.770143,0.789177,0.994146,0.996269,0.995508,0.997774
20260826_130310_nfv3_cic2018_exp22c_racectx,bot,41542,41387,33311,41364,7,51,120,0,-44,-1059.169,0.00123144,0.0009368,0.00161859,0.12069,0.05971,0.228794,0.996931,0.995868,0.996187,0.994867
20260826_130310_nfv3_cic2018_exp22c_racectx,brute_force,115040,115024,31304,77344,31304,0,6392,0,31304,272114.047,0.0,0.0,4.966e-05,1.0,0.999877,1.0,0.672416,0.944568,0.0,1.0
20260826_130310_nfv3_cic2018_exp22c_racectx,ddos,264872,264041,228401,230515,6594,6581,21182,53,13,49.08,0.02775669,0.02710306,0.02842562,0.500493,0.491957,0.50903,0.897951,0.898001,0.892886,0.892943
20260826_130310_nfv3_cic2018_exp22c_racectx,dos,60594,59981,20978,21966,13782,10,24836,5,13772,227283.229,0.00045504,0.0002472,0.0008375,0.999275,0.998666,0.999606,0.364049,0.593655,0.339642,0.996139
20260826_130310_nfv3_cic2018_exp22c_racectx,infiltration,37631,27542,16838,11807,10,277,25537,230,-267,-7095.214,0.02292287,0.02040226,0.02574671,0.034843,0.019034,0.06294,0.438276,0.428582,0.107851,0.091994
20260826_130310_nfv3_cic2018_exp22c_racectx,web_attacks,509,469,460,231,191,2,85,7,189,371316.306,0.00858369,0.00235712,0.03075135,0.989637,0.96301,0.997154,0.496802,0.899787,0.504348,0.915217
20260826_130310_nfv3_cic2018_exp22c_racectx,ALL,4023114,2427757,2129421,3873309,57565,8524,83716,304,49041,12189.811,0.00219587,0.0021498,0.00224293,0.871022,0.868445,0.873556,0.946519,0.966719,0.95629,0.979321
