expert,owned_classes,threshold,owned_support,owned_accept_rate,owned_selected_rate,local_acc_given_owned_selected,owned_all_reject_rate,benign_accept_rate,non_owned_attack_accept_rate,mean_owned_margin,mean_benign_margin,mean_owned_stability
DoS_DDoS,"ddos,dos-goldeneye,dos-hulk,dos-slowhttptest,dos-slowloris",3.919936180114746,75949,0.9964054826264994,0.9963528157052759,0.9999471402896712,0.00046083556070521006,0.0008910165729082561,0.0016105789607527338,6.144417762756348,-0.008473317138850689,0.5670346021652222
Scan_Brute,"ftp-patator,portscan,ssh-patator",5.968843460083008,34553,0.9834457210661882,0.966428385378983,1.0,0.0004919978004804214,0.000818415222523139,0.0012111425111021397,2.259866952896118,-0.018476609140634537,0.877457857131958
WebBot_Main,"bot,web-attack-�-brute-force,web-attack-�-xss",1.1585569381713867,825,0.9733333333333334,0.49818181818181817,0.9975669099756691,0.0036363636363636364,0.002318843130482227,0.48424195810523457,1.1769535541534424,0.0025407965295016766,0.9390222430229187
Rare_Micro,"heartbleed,infiltration,web-attack-�-sql-injection",2.034822463989258,13,0.9230769230769231,0.7692307692307693,1.0,0.07692307692307693,0.0019250358056659854,0.5641129285797695,1.6455421447753906,0.001703390502370894,0.972723126411438
