class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__recon (owner↑/non-owner↓),in_rate__theft (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
dos,flood,False,True,100000,0.9999896235421076,0.96371,0.9815146762267533,1.0,0.96201,0.9806372036839771,-0.0008774725427761476,0.96201,0.66306,0.96201,0.01564,0.97969,0.01549
reconnaissance,recon,False,True,100000,0.9627140835443282,1.0,0.9810028792434505,0.9824162975288377,0.87382,0.9249415176823008,-0.056061361561149714,0.87382,0.9145733333333332,0.0,0.87382,0.05962,0.19666
benign,benign,False,True,10399,,,,0.2656282450674974,0.7379555726512165,0.3906436916185191,,0.7379555726512165,0.8120652626855147,0.0,0.2830079815366862,0.2807962304067699,0.7379555726512165
theft,theft,True,True,323,1.0,0.24148606811145512,0.38902743142144636,0.002906920966287392,0.9380804953560371,0.005795881672197941,-0.3832315497492484,0.9380804953560371,0.9989680082559339,0.0,0.0,0.9380804953560371,0.0030959752321981426
macro_avg,,,,200323,0.9875679023621453,0.7350653560371517,0.7838483289638832,0.6617744061650417,0.9246368317853456,0.637124867679492,-0.14672346128439143,,,,,,
tail_macro_avg,,,,323,1.0,0.24148606811145512,0.38902743142144636,0.002906920966287392,0.9380804953560371,0.005795881672197941,-0.3832315497492484,,,,,,
weighted_avg,,,,200323,0.9813819217396084,0.9806612321101421,0.9803038662927847,0.9896146158372023,0.9179475147636567,0.9512624322040301,-0.02904143408875463,,,,,,
