true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
dos,target known,flood,100000,0.02019,0.0,0.00228,0.97753,1.95734
reconnaissance,target known,recon,100000,0.09542,0.84496,0.03076,0.02886,0.93344
theft,target known,theft,323,0.06191950464396285,0.9380804953560371,0.0,0.0,0.9380804953560371
unseen::ddos,target unseen,,100000,0.01766,,0.00167,0.98067,1.96301
benign_diagnostic,benign diagnostic,,51989,0.23289542018503914,,0.6847025332281829,0.08240204658677797,0.8495066264017388
