K,beta,tune_expert_balanced_nll
2,0.0,1.594473
2,0.5,2.955897
2,1.0,6.015933
4,0.0,1.310783
4,0.5,3.129047
4,1.0,6.993846
8,0.0,1.069435
8,0.5,2.904189
8,1.0,6.742673
