round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7063,0,,dropped(min-support)
0,4,0.7103,19,,dropped(min-support)
0,6,0.1552,34,,dropped(min-support)
0,1,0.6959,2166,5.1578,kept(prune off)
0,3,0.2116,920,0.3141,kept(prune off)
0,5,0.8114,79522,0.0026,kept(prune off)
0,7,0.6837,53,4.8837,kept(prune off)
0,8,0.7096,267,0.0354,kept(prune off)
