a,b,gain_pearson_r
e1,e2,0.9302
e1,e3,0.6494
e1,e4,0.9928
e1,e5,0.992
e2,e3,0.7037
e2,e4,0.9465
e2,e5,0.9204
e3,e4,0.6522
e3,e5,0.6253
e4,e5,0.9873
