class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3498079,0,67,4780,0
bot,41542,41422,0,0,120,0
brute_force,115040,115020,0,0,20,0
ddos,264872,242992,0,0,21880,0
dos,60594,38792,0,0,21802,0
infiltration,37631,10098,224,0,27309,0
web_attacks,509,241,0,0,268,0
