cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15763,0.5649065571211536,43.22297177498054,0,0,0,0,0,15763,0
1,2944,0.015448147791585662,5.950516591255391,0,0,0,0,0,2944,0
2,1910836,0.05162032781341739,0.030634683927152965,1740912,0,18633,131673,19618,0,0
3,103,0.0038209260502533246,2527.3906578511273,0,0,0,0,0,0,103
4,20651,0.014515320208521339,0.8153631295173603,0,20651,0,0,0,0,0
