a,b,agreement
global,e1,0.8155
global,e2,0.6637
global,e3,0.9931
global,e4,0.8511
global,e5,0.857
e1,e2,0.7715
e1,e3,0.8193
e1,e4,0.9595
e1,e5,0.955
e2,e3,0.6662
e2,e4,0.7991
e2,e5,0.7944
e3,e4,0.8549
e3,e5,0.8609
e4,e5,0.9888
