expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15763,12761,15763,0,0,0,0,0,15763,0
2,2944,12761,2944,0,0,0,0,0,2944,0
3,1910836,12761,186000,75912,0,12367,81390,16331,0,0
4,103,12761,103,0,0,0,0,0,0,103
5,20651,12761,20651,0,20651,0,0,0,0,0
