bank,expert,block_rows,residual_regime_rows,identical_to_residual,selector_active
residual,1,15763,15763,True,False
residual,2,2944,2944,True,False
residual,3,186000,1910836,True,True
residual,4,103,103,True,False
residual,5,20651,20651,True,False
