class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,50390,50166,-224,3498146,3498079
bot,128,128,0,41422,41422
brute_force,21110,21110,0,115020,115020
ddos,211,211,0,242992,242992
dos,5,5,0,38792,38792
infiltration,2476,2543,67,10098,10322
web_attacks,2083,2083,0,241,241
