method,bucket,cls,support,precision,recall,f1
boostpfn,all,benign,3502926,0.9894692663149909,0.9974255807858916,0.9934314934321332
boostpfn,all,bot,41541,0.9981091825850867,0.9911653547098048,0.994625149469158
boostpfn,all,brute_force,115039,0.8448458227438997,0.9998261459157329,0.9158256396781603
boostpfn,all,ddos,264871,0.9995591758505031,0.9844792370625701,0.9919618979507214
boostpfn,all,dos,60594,0.9935986255057363,0.5917252533254117,0.7417252792718245
boostpfn,all,infiltration,37631,0.5642852430899136,0.22731258802582976,0.3240765296457662
boostpfn,all,web_attacks,508,0.11785856971634039,0.5807086614173228,0.1959481899701096
boostpfn,seen_same_label,benign,1743432,0.9967896371409007,0.9994522298546774,0.998119157811166
boostpfn,seen_same_label,bot,39682,0.9991942388074735,1.0,0.9995969570255429
boostpfn,seen_same_label,brute_force,77454,0.9998967235547752,1.0,0.9999483591107439
boostpfn,seen_same_label,ddos,79154,1.0,0.9717133688758622,0.9856537813403046
boostpfn,seen_same_label,dos,6322,0.9849198868991518,0.6611831698829485,0.7912171114896839
boostpfn,seen_same_label,infiltration,9651,0.9125516641287796,0.8693399647704901,0.890421862563014
boostpfn,seen_same_label,web_attacks,226,0.7293729372937293,0.9778761061946902,0.8355387523629489
boostpfn,seen_diff_label,benign,8255,0.25363307908470495,0.7653543307086614,0.38100407055630936
boostpfn,seen_diff_label,bot,0,0.0,0.0,0.0
boostpfn,seen_diff_label,brute_force,0,0.0,0.0,0.0
boostpfn,seen_diff_label,ddos,0,0.0,0.0,0.0
boostpfn,seen_diff_label,dos,21111,0.0,0.0,0.0
boostpfn,seen_diff_label,infiltration,18636,0.5925925925925926,0.0017171066752522,0.0034242910647405028
boostpfn,seen_diff_label,web_attacks,154,0.02881844380403458,0.38961038961038963,0.05366726296958855
boostpfn,unseen,benign,1751239,0.9926164357537196,0.996501905222531,0.994555375622661
boostpfn,unseen,bot,1859,0.9700910273081924,0.8025820333512641,0.8784221371798646
boostpfn,unseen,brute_force,37585,0.9998669150918286,0.9994678728216043,0.9996673541347881
boostpfn,unseen,ddos,185717,0.9993748641008915,0.9899201473209238,0.9946250375327651
boostpfn,unseen,dos,33161,0.9947553545631556,0.9551883236331835,0.9745704044428719
boostpfn,unseen,infiltration,9344,0.022331246827947893,0.014126712328767123,0.017305801376597835
boostpfn,unseen,web_attacks,128,0.11864406779661017,0.109375,0.11382113821138211
