class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,bot,0.5161290322580645,0.08205128205128205,0.1415929203539823,1.0,0.023076923076923078,0.045112781954887216,-0.09648013839909508
1,ddos,0.9998437927129301,1.0,0.9999218902558095,1.0,0.9914463148849744,0.9957047874948516,-0.00421710276095788
2,dos-goldeneye,0.9917914051183003,0.9975716367168529,0.9946731234866828,1.0,0.9456046624575036,0.9720419370943585,-0.02263118639232431
3,dos-hulk,0.9983479338304023,0.9995212082961544,0.9989342265529841,0.9999528602069437,0.9233062743476463,0.9601022902145379,-0.03883193633844628
4,dos-slowhttptest,0.9692307692307692,0.8032786885245902,0.8784860557768924,0.9889064976228209,0.5683060109289617,0.7218045112781954,-0.15668154449869698
5,dos-slowloris,0.9887640449438202,0.9879101899827288,0.9883369330453564,0.9973730297723292,0.9835924006908463,0.9904347826086957,0.002097849563339249
6,ftp-patator,0.9993252361673415,0.9926273458445041,0.995965030262273,1.0,0.8947721179624665,0.944464096215069,-0.05150093404720402
7,heartbleed,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,-0.6666666666666666
8,infiltration,1.0,0.7142857142857143,0.8333333333333334,0.0,0.0,0.0,-0.8333333333333334
9,normal,0.9985825795733235,0.9997117952734424,0.9991468683692653,0.9563866140340541,0.9999537992423075,0.9776850917742008,-0.02146177659506443
10,portscan,0.9998738409133918,0.9983309715005511,0.9991018105608169,1.0,0.5007400409384349,0.6673241564545912,-0.33177765410622573
11,ssh-patator,1.0,0.99830220713073,0.9991503823279524,1.0,0.9567062818336163,0.9778741865509761,-0.02127619577697626
12,web-attack-�-brute-force,0.68561872909699,0.6788079470198676,0.6821963394342762,0.6736596736596736,0.956953642384106,0.7906976744186046,0.10850133498432846
13,web-attack-�-sql-injection,0.5,0.25,0.3333333333333333,0.03278688524590164,0.5,0.06153846153846154,-0.2717948717948718
14,web-attack-�-xss,0.2631578947368421,0.26717557251908397,0.26515151515151514,0.3793103448275862,0.08396946564885496,0.1375,-0.12765151515151513
