expert_idx,expert_name,selected_rate,avg_weight,val_acc,assigned_classes
0,Anchor_Global,0.957787283889929,0.45413506031036377,0.9900116356600296,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
1,Balanced_Global,0.00021754819006181297,0.3330531120300293,0.9877106512047484,"0, 1, 2, 3, 4, 5, 6, 7, 8, 9"
2,Tail_Expert,0.01133551578793235,0.010724121704697609,0.9897907697549916,"0, 1, 3, 4, 5, 6, 7, 8, 9"
3,Spec_Group1_volume,0.02004162700944452,0.019609574228525162,0.002114593971770498,"0, 2, 3, 4, 5, 6, 7, 9"
4,Spec_Group2_timing,0.0072564872242733575,0.010590593330562115,0.9879212821117134,"0, 2, 3, 4, 5, 6, 7, 9"
5,Spec_Group3_packet,0.0015542144732300677,0.014198378659784794,0.9737737973655957,"0, 2, 3, 4, 5, 6, 7, 9"
6,Spec_Group4_tcp,0.0010835573312694146,0.012610847130417824,0.7101712353453868,"0, 1, 3, 4, 5, 6, 7, 8"
7,Rand_1_packet,9.831504743178086e-05,0.029284704476594925,0.9773047185104637,"0, 1, 2, 4, 6, 7, 8, 9"
8,Rand_2_all,0.0004371881896434511,0.08259820193052292,0.9930207036843726,"0, 2, 3, 6, 9"
9,Rand_3_timing,0.00018826285678426124,0.03319549933075905,0.9915879073670749,"0, 1, 2, 4, 5, 6, 8, 9"
