class_id,class_name,baseline_precision,baseline_recall,baseline_f1,moe_precision,moe_recall,moe_f1,delta_f1
0,analysis,0.1157243816254417,0.2847826086956522,0.16457286432160803,0.10476190476190476,0.02391304347826087,0.03893805309734513,-0.1256348112242629
1,backdoor,0.4523809523809524,0.1313364055299539,0.20357142857142857,1.0,0.009216589861751152,0.0182648401826484,-0.18530658838878017
2,dos,0.501953125,0.22174288179465057,0.3076002393776182,0.12332531776021985,0.9292493528904228,0.2177517185604529,-0.08984852081716532
3,exploits,0.7945736434108527,0.8771790808240888,0.8338354926182585,0.9013254786450663,0.38795562599049127,0.5424329714159096,-0.2914025212023489
4,fuzzers,0.7879464285714286,0.8702375616315553,0.8270500532481363,0.7376473020467231,0.7996414164051995,0.7673943434777933,-0.05965570977034296
5,generic,0.9481327800829875,0.8278985507246377,0.8839458413926499,0.9930675909878682,0.6920289855072463,0.8156583629893238,-0.06828747840332605
6,normal,0.998466240961388,0.998377061893849,0.9984216494362489,0.9999606249261718,0.9958173944109933,0.9978847090001375,-0.0005369404361114105
7,reconnaissance,0.9203910614525139,0.7734741784037559,0.8405612244897959,0.982122905027933,0.687793427230047,0.8090197883110907,-0.031541436178705196
8,shellcode,0.8580441640378549,0.9543859649122807,0.9036544850498339,0.7005494505494505,0.8947368421052632,0.785824345146379,-0.11783013990345492
9,worms,0.7096774193548387,0.6666666666666666,0.6875,0.125,0.21212121212121213,0.15730337078651685,-0.5301966292134832
