true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
ddos,target known,flood,100000,0.05547,0.94439,0.00014,0.0,0.94453
dos,target known,flood,100000,0.04781,0.95141,0.00078,0.0,0.95219
theft,target known,theft,323,0.8111455108359134,0.18885448916408668,0.0,0.0,0.18885448916408668
unseen::reconnaissance,target unseen,,100000,0.90104,,0.09895,1e-05,0.09897
benign_diagnostic,benign diagnostic,,51989,0.8814556925503472,,0.11854430744965282,0.0,0.11854430744965282
