true_class,owner_expert,intruding_expert,false_accept_count,true_class_test_support,owner_also_in_rate,owner_lower_energy_rate,resolvable_by_argmin_rate,mean_owner_energy,owner_threshold,mean_intruder_energy,intruder_threshold
dos,flood,theft,78,100000,0.0,0.01282051282051282,0.0,1.6294258832931519,-4.240505218505859,-1.5866906642913818,-1.3351982831954956
ddos,flood,theft,14,100000,0.0,0.07142857142857142,0.0,1.353430151939392,-4.240505218505859,-1.504237413406372,-1.3351982831954956
