expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9479,0.0,0.0,0.00023,,0.0225239954605782
theft,theft,theft,True,0.18885448916408668,0.00046,1e-05,0.09874,,0.09602031198907461
benign,benign,benign,True,0.62813732089624,0.00804700408839724,0.022806335536218015,0.28536,,
