class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.02206,0.02892,0.00193,0.02699,0.94246,0.02862,local_classifier,6,dos,6,23,1151
dos,flood,False,100000,0.95452,0.97715,0.95135,0.0258,6e-05,0.02279,gate,94246,ddos,94246,0,20
theft,theft,True,323,0.9938080495356038,1.0,0.18885448916408668,0.8111455108359134,0.0,0.0,gate,92,dos,78,9874,4992
