class,owner_expert,is_tail,singleton_expert,support,xgb_precision,xgb_recall,xgb_f1,expert_precision,expert_recall,expert_f1,f1_delta,owner_expert_in_rate (↑),other_experts_out_rate (↑),in_rate__flood (owner↑/non-owner↓),in_rate__brute_force (owner↑/non-owner↓),in_rate__tail (owner↑/non-owner↓),in_rate__benign (owner↑/non-owner↓)
benign,benign,False,True,100000,,,,0.7817957640798514,0.96379,0.863305550454812,,0.96379,0.7487366666666667,0.0045,0.0,0.74929,0.96379
brute_force,brute_force,False,True,100000,0.825695648583932,1.0,0.9045271584279317,0.8256870128154313,0.99994,0.9044974310731603,-2.9727354771469372e-05,0.99994,0.7758933333333333,0.67232,0.99994,0.0,0.0
dos,flood,False,True,60594,0.9998480474092083,0.6515496583820181,0.7889688249400479,0.4715996605161412,0.9903950886226359,0.638948926248097,-0.15001989869195098,0.9903950886226359,0.8832227613295046,0.9903950886226359,0.3483843284813678,0.0,0.0019473875301184937
bot,tail,True,False,41542,1.0,0.9969909970632131,0.9984932315963307,1.0,0.9961725482644072,0.9980826047633403,-0.0004106268329904239,0.9990611910837225,0.9989087349349254,0.0,0.0,0.9990611910837225,0.0032737951952241107
infiltration,tail,True,False,37631,0.9959443955281624,0.9919215540378943,0.9939289042737318,0.996613368865201,0.9540538385905237,0.9748693231959813,-0.01905958107775052,0.9540538385905237,0.7644760968350562,0.0002125906832133082,0.0,0.9540538385905237,0.7063591188116181
web_attacks,tail,True,False,509,0.6122448979591837,0.9430255402750491,0.7424593967517401,1.0,0.44597249508840864,0.6168478260869564,-0.12561157066478368,0.449901768172888,0.9574328749181401,0.0,0.0,0.449901768172888,0.12770137524557956
macro_avg,,,,240276,0.8867465978960972,0.9166975499516349,0.8856755031979564,0.8587800084393546,0.877306794113195,0.8266492222735069,-0.05902628092444941,,,,,,
tail_macro_avg,,,,79682,0.8693964311624486,0.9773126971253855,0.911627177540601,0.998871122955067,0.7987329606477799,0.8632665846820927,-0.04836059285850821,,,,,,
weighted_avg,,,,240276,0.9259617008951716,0.910219913765836,0.905289538188819,0.7936679851280385,0.9885215335697282,0.8641222800285426,-0.04116725816027618,,,,,,
