expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,dos,"ddos,dos",True,0.9903950886226359,0.37421667167551564,0.2594908889008845,0.00907,0.005121107266435986,0.00431
brute_force,brute_force,brute_force,True,0.99994,0.150489035900653,0.1348581475512234,0.0,0.0,0.0
tail,"bot,infiltration,web_attacks","bot,infiltration,web_attacks",False,0.9742978338897116,0.0,0.0,0.62537,0.02699757174815013,0.7618
benign,benign,benign,True,0.96379,0.11195458555993941,0.13125775697501627,0.72267,0.029696429161298846,
