true_class,owner_expert,intruding_expert,false_accept_count,true_class_test_support,owner_also_in_rate,owner_lower_energy_rate,resolvable_by_argmin_rate,mean_owner_energy,owner_threshold,mean_intruder_energy,intruder_threshold
brute_force,brute_force,flood,67232,100000,1.0,1.0,1.0,-3.5483286380767822,-3.5483293533325195,-2.72836971282959,-2.7283694744110107
dos,flood,brute_force,21110,60594,1.0,0.0,0.0,-2.7283689975738525,-2.7283694744110107,-3.5483286380767822,-3.5483293533325195
infiltration,tail,flood,8,37631,0.0,0.0,0.0,-1.7104027271270752,-3.88368558883667,-2.7579643726348877,-2.7283694744110107
