true_class,role,owner_expert,support,all_out_rate,owner_only_in_rate,single_non_owner_in_rate,multi_in_rate,mean_experts_in
bot,target known,tail,41542,0.0009388089162775023,0.9990611910837225,0.0,0.0,0.9990611910837225
brute_force,target known,brute_force,100000,6e-05,0.32762,0.0,0.67232,1.67226
dos,target known,flood,60594,0.009604911377364096,0.6420107601412681,0.0,0.3483843284813678,1.3387794171040037
infiltration,target known,tail,37631,0.04573357072626292,0.9540538385905237,0.0002125906832133082,0.0,0.9542664292737371
web_attacks,target known,tail,509,0.550098231827112,0.449901768172888,0.0,0.0,0.449901768172888
unseen::ddos,target unseen,,100000,0.36556,,0.63444,0.0,0.63444
benign_diagnostic,benign diagnostic,,100000,0.23786,,0.75817,0.00397,0.76611
