cluster,rows,weighted_mass,mean_residual,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
0,15564,0.2959788937760161,43.852038511537884,0,0,0,0,0,15564,0
1,21186,0.14519354289670866,15.09261269886669,0,0,0,0,21186,0,0
2,1936235,0.07460317555813617,0.08485263638924453,1740973,20642,39579,131674,242,3125,0
3,140,0.0028679307591268815,2367.4160312310028,0,0,0,0,0,0,140
