round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.7541,0,,dropped(min-support)
0,4,0.7478,33,,dropped(min-support)
0,6,0.2385,0,,dropped(min-support)
0,8,0.4353,35,,dropped(min-support)
0,1,0.5177,5063,6.7439,kept(prune off)
0,3,0.5169,5179,9.7837,kept(prune off)
0,5,0.7777,191645,0.2842,kept(prune off)
0,7,0.3957,167,6.9438,kept(prune off)
