family_a,family_b,distance
Credential,Web,0.2904922664165497
Credential,Friday_OOD,1.4007009267807007
Friday_OOD,Web,1.6879727840423584
DoS,Friday_OOD,6.201929092407227
Credential,DoS,6.6450700759887695
DoS,Web,6.810379981994629
Rare,Web,176.9200439453125
Credential,Rare,177.174560546875
DoS,Rare,177.86170959472656
Friday_OOD,Rare,178.49623107910156
