method,class,precision,recall,f1,support
xgb_family,benign,0.991353,0.997338,0.994336,3502926
xgb_family,bot,1.0,0.995619,0.997805,41542
xgb_family,brute_force,0.844928,0.999826,0.915874,115040
xgb_family,ddos,0.999475,0.984751,0.992058,264872
xgb_family,dos,1.0,0.642324,0.782214,60594
xgb_family,infiltration,0.632085,0.324785,0.429091,37631
xgb_family,web_attacks,0.105127,0.479371,0.172438,509
xgb_family,macro_avg,,,0.754831,4023114
xgb_family,weighted_avg,,,0.983393,4023114
xgb_family,tail_avg,,,0.533111,4023114
xgb_fine_soft,benign,0.97861,0.997238,0.987836,3502926
xgb_fine_soft,bot,0.999976,0.996197,0.998083,41542
xgb_fine_soft,brute_force,0.844928,0.999826,0.915874,115040
xgb_fine_soft,ddos,0.99935,0.812408,0.896234,264872
xgb_fine_soft,dos,1.0,0.638,0.778999,60594
xgb_fine_soft,infiltration,0.620278,0.324653,0.426222,37631
xgb_fine_soft,web_attacks,0.104014,0.473477,0.170559,509
xgb_fine_soft,macro_avg,,,0.739115,4023114
xgb_fine_soft,weighted_avg,,,0.971351,4023114
xgb_fine_soft,tail_avg,,,0.531621,4023114
xgb_fine_hard,benign,0.978561,0.997822,0.988098,3502926
xgb_fine_hard,bot,0.999976,0.996197,0.998083,41542
xgb_fine_hard,brute_force,0.844928,0.999826,0.915874,115040
xgb_fine_hard,ddos,0.99935,0.812408,0.896234,264872
xgb_fine_hard,dos,1.0,0.637967,0.778975,60594
xgb_fine_hard,infiltration,0.620278,0.324653,0.426222,37631
xgb_fine_hard,web_attacks,0.377778,0.033399,0.061372,509
xgb_fine_hard,macro_avg,,,0.723551,4023114
xgb_fine_hard,weighted_avg,,,0.971565,4023114
xgb_fine_hard,tail_avg,,,0.495225,4023114
