arm,target,key,variant,class,ctx_rows,ctx_frac,support,f1,precision,recall,global_f1,delta_f1,macro_f1
enriched30,ransomware,enriched30:ransomware,prior_b0.5,dos,1556,0.0963169297431136,22458,0.9656893039437845,0.9935942725260233,0.9393089322290498,0.9831090114983511,-0.017419707554566566,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,injection,1556,0.0963169297431136,68891,0.9046301847713523,0.8523977659369584,0.9636817581396699,0.9315305555360145,-0.02690037076466223,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,mitm,1556,0.0963169297431136,1161,0.7283950617283951,0.6596785464709993,0.8130921619293713,0.06737937379056562,0.6610156879378295,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,password,1556,0.0963169297431136,210951,0.8910197495203446,0.8052269169381046,0.9972742485221686,0.8909104384376754,0.00010931108266920564,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,ransomware,2151,0.1331476323119777,709,0.2130213944897645,0.11955770559778853,0.9760225669957687,0.1396551724137931,0.0733662220759714,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,scanning,1556,0.0963169297431136,6029,0.6576116483755298,0.9533711405166981,0.501907447337867,0.13841678150359824,0.5191948668719315,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b0.5,xss,1556,0.0963169297431136,343854,0.8615559667233469,0.7646893069284612,0.9865233500264647,0.8069904524044945,0.05456551431885237,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b1.0,backdoor,1556,0.0963169297431136,40030,0.9989014829979528,0.9983033085483307,0.9995003747189608,0.9987389659520807,0.00016251704587211258,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,benign,1556,0.0963169297431136,1474302,0.9361706994776892,0.9895221378556311,0.888277978324658,0.9119074559634021,0.024263243514287103,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,ddos,1556,0.0963169297431136,103338,0.9737866949896457,0.976073112634291,0.9715109640209797,0.9687004211144844,0.005086273875161251,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,dos,1556,0.0963169297431136,22458,0.9624532397358334,0.9996162701458173,0.9279544037759373,0.9831090114983511,-0.02065577176251765,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,injection,1556,0.0963169297431136,68891,0.9209343421947644,0.8908183199479054,0.9531578870970083,0.9315305555360145,-0.01059621334125005,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,mitm,1556,0.0963169297431136,1161,0.737,0.8784266984505363,0.6347975882859603,0.06737937379056562,0.6696206262094344,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,password,1556,0.0963169297431136,210951,0.8906756971268321,0.8045571343356632,0.997440163829515,0.8909104384376754,-0.0002347413108432228,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,ransomware,2151,0.1331476323119777,709,0.20530229550598125,0.11593938287383604,0.8956276445698167,0.1396551724137931,0.06564712309218815,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,scanning,1556,0.0963169297431136,6029,0.0003316749585406302,1.0,0.0001658649859014762,0.13841678150359824,-0.1380851065450576,0.7488431165434798
enriched30,ransomware,enriched30:ransomware,prior_b1.0,xss,1556,0.0963169297431136,343854,0.8628750384475575,0.766368200987962,0.9871893303553252,0.8069904524044945,0.05588458604306301,0.7488431165434798
contrastive,ransomware,contrastive:ransomware,raw,backdoor,500,0.025,40030,0.999113508384213,0.9987269414143432,0.9995003747189608,0.9987389659520807,0.00037454243213230765,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,benign,14000,0.7,1474302,0.923897708027957,0.9890410365198171,0.8668054442034264,0.9119074559634021,0.011990252064554952,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,ddos,500,0.025,103338,0.9585855083948294,0.9817595260317331,0.9364802879869941,0.9687004211144844,-0.010114912719655034,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,dos,500,0.025,22458,0.9261980898329133,0.8830917094051609,0.973728738088877,0.9831090114983511,-0.056910921665437764,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,injection,500,0.025,68891,0.9186128902288231,0.8808467553921373,0.9597625234065408,0.9315305555360145,-0.012917665307191406,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,mitm,500,0.025,1161,0.04359931528038443,0.022334446181802813,0.9104220499569337,0.06737937379056562,-0.02378005851018119,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,password,500,0.025,210951,0.8860008052904632,0.7977730703232958,0.9961697266189778,0.8909104384376754,-0.004909633147212156,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,ransomware,2000,0.1,709,0.1413108839446783,0.07605998489588953,0.9943582510578279,0.1396551724137931,0.001655711530885201,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,scanning,500,0.025,6029,0.11815384615384615,0.8152866242038217,0.06369215458616687,0.13841678150359824,-0.020262935349752084,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,raw,xss,500,0.025,343854,0.8698745793260584,0.7904338793371889,0.9670674181484002,0.8069904524044945,0.06288412692156387,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,prior_b0.5,backdoor,500,0.025,40030,0.9988516077491512,0.9982036824509755,0.9995003747189608,0.9987389659520807,0.0001126417970704896,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,benign,14000,0.7,1474302,0.9368090607095053,0.9928244126406982,0.8867769290145439,0.9119074559634021,0.024901604746103256,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b0.5,ddos,500,0.025,103338,0.9693591975302706,0.9634199961766393,0.975372079970582,0.9687004211144844,0.0006587764157861553,0.7006281011664189
