arm,target,key,variant,eval_target,target_f1,target_precision,target_recall,global_target_f1,delta_target_f1,H_all,D_all,H_ratio_all,H_target,D_target,H_ratio_target,macro_f1
sqrt_natural,,sqrt_natural,prior_b1.0,mitm,0.3905996758508914,0.2845336481700118,0.6227390180878553,0.06737937379056562,0.32322030206032576,86945,20106,0.8121829782066492,26896,339,0.9875527813475308,0.7197149759358457
sqrt_natural,,sqrt_natural,prior_b1.0,ransomware,0.2037246963562753,0.11507500914745701,0.8871650211565585,0.1396551724137931,0.06406952394248219,86945,20106,0.8121829782066492,3247,190,0.9447192318882747,0.7197149759358457
sqrt_natural,,sqrt_natural,prior_b1.0,scanning,0.004963600264725348,1.0,0.002487974788522143,0.13841678150359824,-0.1334531812388729,86945,20106,0.8121829782066492,36,446,0.07468879668049792,0.7197149759358457
sqrt_natural,,sqrt_natural,prior_b1.0,injection,0.9490822637023619,0.9258645682335888,0.9734943606566896,0.9315305555360145,0.017551708166347435,86945,20106,0.8121829782066492,4492,3000,0.599572877736252,0.7197149759358457
balanced,,balanced,raw,mitm,0.03059432355977423,0.015539031432151223,0.9827734711455641,0.06737937379056562,-0.036785050230791386,58453,95093,0.3806872207677178,483,42676,0.011191176811325563,0.6883658495322429
balanced,,balanced,raw,ransomware,0.09321362556113018,0.04889535286377173,0.995768688293371,0.1396551724137931,-0.04644154685266293,58453,95093,0.3806872207677178,67,5443,0.012159709618874774,0.6883658495322429
balanced,,balanced,raw,scanning,0.3862408584763515,0.24808799924464167,0.8716205009122574,0.13841678150359824,0.24782407697275324,58453,95093,0.3806872207677178,4810,15367,0.23839024632006742,0.6883658495322429
balanced,,balanced,raw,injection,0.8678798028922027,0.7801259930055353,0.9778780972841155,0.9315305555360145,-0.06365075264381181,58453,95093,0.3806872207677178,2363,13288,0.1509807680020446,0.6883658495322429
balanced,,balanced,prior_b0.5,mitm,0.34740608228980324,0.2192368480469632,0.8363479758828596,0.06737937379056562,0.2800267084992376,90090,33488,0.7290132547864506,27734,2636,0.913203819558775,0.7712839187270359
balanced,,balanced,prior_b0.5,ransomware,0.2,0.1113968815303006,0.9774330042313117,0.1396551724137931,0.060344827586206906,90090,33488,0.7290132547864506,2777,268,0.9119868637110017,0.7712839187270359
balanced,,balanced,prior_b0.5,scanning,0.643440391943386,0.9363117870722434,0.49013103333886215,0.13841678150359824,0.5050236104397877,90090,33488,0.7290132547864506,2788,386,0.8783868935097668,0.7712839187270359
balanced,,balanced,prior_b0.5,injection,0.9060126539587465,0.8462381714400917,0.9748733506553832,0.9315305555360145,-0.025517901577267965,90090,33488,0.7290132547864506,2729,8057,0.2530131652141665,0.7712839187270359
balanced,,balanced,prior_b1.0,mitm,0.7046728971962617,0.7701736465781409,0.6494401378122309,0.06737937379056562,0.6372935234056961,89501,26826,0.7693914568414899,28145,308,0.9891751309176536,0.7646736943373292
balanced,,balanced,prior_b1.0,ransomware,0.4126984126984127,0.2678721614802355,0.8984485190409027,0.1396551724137931,0.27304324028461957,89501,26826,0.7693914568414899,3238,178,0.9478922716627635,0.7646736943373292
balanced,,balanced,prior_b1.0,scanning,0.0,0.0,0.0,0.13841678150359824,-0.13841678150359824,89501,26826,0.7693914568414899,15,452,0.032119914346895075,0.7646736943373292
balanced,,balanced,prior_b1.0,injection,0.932927257161303,0.9030172121014522,0.9648865599280022,0.9315305555360145,0.0013967016252884878,89501,26826,0.7693914568414899,4104,6078,0.4030642309958751,0.7646736943373292
enriched30,mitm,enriched30:mitm,raw,mitm,0.02775339401883094,0.014073170731707317,0.9939707149009475,0.06737937379056562,-0.03962597977173468,60681,121173,0.333679765086278,422,49536,0.008447095560270627,0.6775596050531782
enriched30,mitm,enriched30:mitm,prior_b0.5,mitm,0.4233526800955958,0.3506787330316742,0.5340223944875108,0.06737937379056562,0.35597330630503016,90837,28444,0.7615378811378174,28221,826,0.971563328398802,0.754695284718413
enriched30,mitm,enriched30:mitm,prior_b1.0,mitm,0.05241935483870968,0.11926605504587157,0.03359173126614987,0.06737937379056562,-0.01496001895185594,94783,21428,0.8156112588309197,28473,1023,0.9653173311635476,0.66161235543059
contrastive,mitm,contrastive:mitm,raw,mitm,0.03882474611328688,0.01980215143025146,0.9862187769164513,0.06737937379056562,-0.02855462767727874,48860,34701,0.5847225380261126,480,20221,0.02318728563837496,0.6910368303947324
contrastive,mitm,contrastive:mitm,prior_b0.5,mitm,0.4329896907216495,0.2904649793996468,0.8501291989664083,0.06737937379056562,0.36561031693108387,57278,38491,0.5980849753051614,19083,173,0.9910157872870794,0.6993291077435273
contrastive,mitm,contrastive:mitm,prior_b1.0,mitm,0.7196652719665272,0.7818181818181819,0.6666666666666666,0.06737937379056562,0.6522858981759616,46998,59302,0.4421260583254939,6430,288,0.9571300982435249,0.7271381851428387
enriched30,ransomware,enriched30:ransomware,raw,ransomware,0.09117249372223295,0.047766833085953316,0.998589562764457,0.1396551724137931,-0.04848267869156016,52742,113329,0.3175870561386395,63,5793,0.010758196721311475,0.6668483243161228
enriched30,ransomware,enriched30:ransomware,prior_b0.5,ransomware,0.2130213944897645,0.11955770559778853,0.9760225669957687,0.1396551724137931,0.0733662220759714,91658,23777,0.7940226101269112,3146,241,0.9288455860643637,0.8129228038063511
enriched30,ransomware,enriched30:ransomware,prior_b1.0,ransomware,0.20530229550598125,0.11593938287383604,0.8956276445698167,0.1396551724137931,0.06564712309218815,88832,20643,0.8114364010047956,3192,185,0.9452176488007107,0.7488431165434798
contrastive,ransomware,contrastive:ransomware,raw,ransomware,0.1413108839446783,0.07605998489588953,0.9943582510578279,0.1396551724137931,0.001655711530885201,57325,29344,0.6614245001096124,73,574,0.11282843894899536,0.6785347134864166
contrastive,ransomware,contrastive:ransomware,prior_b0.5,ransomware,0.20922208281053953,0.11769895888477148,0.9407616361071932,0.1396551724137931,0.06956691039674642,77147,13657,0.8495991366019118,3132,202,0.9394121175764847,0.7006281011664189
contrastive,ransomware,contrastive:ransomware,prior_b1.0,ransomware,0.09325101128379817,0.05491474423269809,0.30888575458392104,0.1396551724137931,-0.04640416112999493,52563,47240,0.5266675350440367,3197,556,0.8518518518518519,0.7134775864174333
enriched30,scanning,enriched30:scanning,raw,scanning,0.18357278730610413,0.10122458725610588,0.9844086913252612,0.13841678150359824,0.045156005802505894,37806,136984,0.21629383832027005,5495,50415,0.09828295474870327,0.6681374322167349
enriched30,scanning,enriched30:scanning,prior_b0.5,scanning,0.5532602838153404,0.6033300685602351,0.5108641565765467,0.13841678150359824,0.41484350231174216,86199,33311,0.721270186595264,2903,2180,0.5711194176667322,0.7558744131290723
enriched30,scanning,enriched30:scanning,prior_b1.0,scanning,0.0,0.0,0.0,0.13841678150359824,-0.13841678150359824,88737,33793,0.7242063168203705,28,452,0.058333333333333334,0.6941530340319986
contrastive,scanning,contrastive:scanning,raw,scanning,0.5219703977798335,0.4006390343480962,0.7487145463592636,0.13841678150359824,0.3835536162762352,28636,35221,0.4484394819675212,4095,4693,0.46597633136094674,0.710996565027388
contrastive,scanning,contrastive:scanning,prior_b0.5,scanning,0.1505277650298302,0.968503937007874,0.0816055730635263,0.13841678150359824,0.012110983526231967,73395,21116,0.7765762715451111,442,400,0.5249406175771971,0.6918139937787623
contrastive,scanning,contrastive:scanning,prior_b1.0,scanning,0.0,0.0,0.0,0.13841678150359824,-0.13841678150359824,58976,144650,0.28962902576291827,8,452,0.017391304347826087,0.6731494773722367
enriched30,injection,enriched30:injection,raw,injection,0.8457393832544616,0.7369130266051486,0.9922776560073159,0.9315305555360145,-0.08579117228155286,66433,119707,0.3568980337380466,2557,14835,0.1470216191352346,0.6994390320507218
enriched30,injection,enriched30:injection,prior_b0.5,injection,0.9181899181899182,0.8581450218908109,0.9872697449594287,0.9315305555360145,-0.013340637346096251,92007,34955,0.7246814007340779,2923,5669,0.3402001862197393,0.7616694022771926
enriched30,injection,enriched30:injection,prior_b1.0,injection,0.9447293285415986,0.924916906559862,0.9654091245590861,0.9315305555360145,0.013198773005584141,91344,26992,0.7719037317468902,4226,3843,0.5237328045606643,0.7430100922462367
contrastive,injection,contrastive:injection,raw,injection,0.8869628635987732,0.8042821039703347,0.9885906722213351,0.9315305555360145,-0.044567691937241305,57308,32272,0.6397410136191114,2923,7587,0.27811607992388204,0.6814208764200838
contrastive,injection,contrastive:injection,prior_b0.5,injection,0.924727061158835,0.8749417128646184,0.9805199518079285,0.9315305555360145,-0.006803494377179531,62094,23461,0.7257787388229794,2929,3991,0.42326589595375724,0.6724737292505797
contrastive,injection,contrastive:injection,prior_b1.0,injection,0.9581839378808209,0.9681147395246844,0.9484548054172534,0.9315305555360145,0.02665338234480641,53384,71249,0.4283295756340616,3287,2429,0.5750524842547236,0.7306980844211244
