cal_rows,cal_rows_used,delta,verifier_alpha,q_corr,lower_bound_coverage_cal_insample,target_coverage,tau_pre,tau_post,cal_benign_fpr0
234163,156952,0.1,0.25,21.1451,0.9999,0.9,0.9391565322875977,0.0,0.008904
