class,rows,weight,mean_residual,clipped_rows
benign,1741405,0.1640712234707253,0.0069355664590576415,0
bot,20651,13.83544965478187,0.052027428526377734,9
brute_force,57189,4.995965331739391,14.871970386993313,0
ddos,131674,2.169856585350243,0.001890329276319902,0
dos,30122,9.485075676665465,19.152466155750098,2661
infiltration,18707,15.273029483559995,38.196060093394514,7187
web_attacks,252,1132.8433452224517,1339.719668288115,141
