round,expert,coverage,regime_tune_rows,marginal,action
0,2,0.5212,0,,dropped(min-support)
0,5,0.034,0,,dropped(min-support)
0,8,0.0527,0,,dropped(min-support)
0,1,0.0788,4889,6.7601,kept(prune off)
0,3,0.2938,4769,10.7233,kept(prune off)
0,4,0.0624,58,0.7744,kept(prune off)
0,6,0.0592,167,6.0774,kept(prune off)
0,7,0.0309,192239,0.0013,kept(prune off)
