run,class,rows,proposed,accepted,g_ok_f_ok,helpful,harmful,wrong_wrong,wrong_wrong_changed,net_correction,net_per_1M,harmful_rate_of_correct,harmful_rate_lo,harmful_rate_hi,override_precision,override_prec_lo,override_prec_hi,acc_global_on_proposed,acc_final_on_proposed,acc_global_on_accepted,acc_final_on_accepted
20260827_174858_nfv3_cic2018_exp24b_signscorer,benign,3502926,523476,18,3488426,1,4,14495,2,-3,-0.856,1.15e-06,4.5e-07,2.95e-06,0.2,0.036224,0.624465,0.999819,0.999813,0.777778,0.611111
20260827_174858_nfv3_cic2018_exp24b_signscorer,bot,41542,20,0,41415,0,0,127,0,0,0.0,0.0,0.0,9.275e-05,0.0,0.0,0.793451,1.0,1.0,,
20260827_174858_nfv3_cic2018_exp24b_signscorer,brute_force,115040,37646,0,77344,0,0,37696,0,0,0.0,0.0,0.0,4.966e-05,0.0,0.0,0.793451,0.0,0.0,,
20260827_174858_nfv3_cic2018_exp24b_signscorer,ddos,264872,35964,308,218986,304,0,45582,4,304,1147.724,0.0,0.0,1.754e-05,1.0,0.987521,1.0,0.408408,0.416861,0.0,0.987013
20260827_174858_nfv3_cic2018_exp24b_signscorer,dos,60594,18586,12405,21496,12405,0,26693,0,12405,204723.24,0.0,0.0,0.00017867,1.0,0.99969,1.0,0.084687,0.752125,0.0,1.0
20260827_174858_nfv3_cic2018_exp24b_signscorer,infiltration,37631,18142,0,12151,0,0,25480,0,0,0.0,0.0,0.0,0.00031604,0.0,0.0,0.793451,0.485944,0.485944,,
20260827_174858_nfv3_cic2018_exp24b_signscorer,web_attacks,509,182,1,246,0,0,263,0,0,0.0,0.0,0.0,0.01537559,0.0,0.0,0.793451,0.038462,0.038462,1.0,1.0
20260827_174858_nfv3_cic2018_exp24b_signscorer,ALL,4023114,634016,12732,3860064,12710,4,150336,6,12706,3158.25,1.04e-06,4e-07,2.66e-06,0.999685,0.999191,0.999878,0.865098,0.885139,0.001178,0.999136
