expert,active_owned_classes,configured_owned_classes,singleton_expert,owned_attack_in_rate (↑),non_owned_attack_false_in_rate (↓),target_non_owned_validation_false_in_rate (↓),unseen_false_in_rate (↓),external_aux_validation_false_in_rate (↓),benign_false_in_rate (diagnostic)
flood,"ddos,dos","ddos,dos",False,0.9706522048161942,0.013517102110734015,0.0157210181033051,0.4683325475404683,,0.38474
probe_access,"scanning,password","scanning,password",False,0.68175,6.352141553945562e-05,5.453662952722196e-06,0.01496935407826497,,0.42013
application,xss,"injection,xss",True,0.95618,0.008782661091533223,0.014753838440541131,0.5576640997433077,,0.19562
stealth_malware,"backdoor,mitm,ransomware","backdoor,mitm,ransomware",False,0.9503010989525974,0.0,0.0,0.0,,0.0
benign,benign,benign,True,0.89536,0.2410622112713062,0.2065548430811362,0.13716014458588716,,
