class,owner_expert,is_tail,support,xgb_recall,oracle_local_recall,gated_recall,recall_lost_to_gate,wrong_accepted,wrong_rejected,dominant_recall_loss,fp_from_known_count,top_fp_true_class,top_fp_count,fp_from_unseen_count,fp_from_benign_count
ddos,flood,False,100000,0.99642,0.99689,0.99589,0.001,0.00097,0.00214,local_classifier,1327,xss,882,27298,25420
password,probe_access,False,100000,0.9987,0.99997,0.97429,0.02568,0.0,3e-05,gate,53,scanning,35,1143,771
scanning,probe_access,False,100000,0.99871,0.99949,0.38886,0.61063,0.00035,0.00016,gate,0,,0,0,41242
xss,application,False,100000,0.99084,1.0,0.95618,0.04382,0.0,0.0,gate,3367,dos,2470,42581,19562
dos,flood,False,40692,0.8250270323405092,0.9994347783348079,0.9062223532881156,0.09321242504669222,2.457485500835545e-05,0.0005406468101838199,gate,3403,xss,3090,8462,13054
backdoor,stealth_malware,True,40678,0.9991150007374994,0.9990166674861104,0.9970008358326368,0.002015831653473622,0.0,0.0009833325138895717,gate,0,,0,0,0
mitm,stealth_malware,True,1204,0.7641196013289037,0.9941860465116279,0.0,0.9941860465116279,0.0,0.005813953488372093,gate,0,,0,0,0
ransomware,stealth_malware,True,795,0.9522012578616352,0.9949685534591195,0.0,0.9949685534591195,0.0,0.005031446540880503,gate,0,,0,0,0
