expert,regime_rows,anchor_rows,block_rows,benign,bot,brute_force,ddos,dos,infiltration,web_attacks
anchor(shared),0,12761,0,2000,2000,2000,2000,2000,2000,761
1,15428,12761,15428,0,0,0,0,2,15426,0
2,1932439,12761,186000,173614,2240,863,3730,2936,2617,0
3,184,12761,184,0,0,0,0,0,0,184
