class,rows,g_ok_f_ok,g_wrong_f_ok_helpful,g_ok_f_wrong_harmful,g_wrong_f_wrong,g_wrong_f_wrong_changed
benign,3502926,3495372,0,0,7554,0
bot,41542,41416,0,0,126,0
brute_force,115040,115020,0,0,20,0
ddos,264872,254265,0,0,10607,0
dos,60594,38838,0,0,21756,0
infiltration,37631,11902,0,0,25729,0
web_attacks,509,354,0,0,155,0
