class,fp_global,fp_final,fp_delta,tp_global,tp_final
benign,37105,37105,0,3495372,3495372
bot,4,4,0,41416,41416
brute_force,21110,21110,0,115020,115020
ddos,145,145,0,254265,254265
dos,30,30,0,38838,38838
infiltration,5130,5130,0,11902,11902
web_attacks,2423,2423,0,354,354
